Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Erro,0.5
3,3,Erro,0.3333
4,4,Acerto,0.5
5,5,Erro,0.4
6,6,Erro,0.3333
7,7,Acerto,0.4286
8,8,Erro,0.375
9,9,Erro,0.3333
10,10,Erro,0.3
11,11,Erro,0.2727
12,12,Acerto,0.3333
13,13,Erro,0.3077
14,14,Acerto,0.3571
15,15,Acerto,0.4
16,16,Acerto,0.4375
17,17,Erro,0.4118
18,18,Acerto,0.4444
19,19,Acerto,0.4737
20,20,Acerto,0.5
21,21,Erro,0.4762
22,22,Acerto,0.5
23,23,Acerto,0.5217
24,24,Acerto,0.5417
25,25,Acerto,0.56
26,26,Erro,0.5385
27,27,Erro,0.5185
28,28,Erro,0.5
29,29,Acerto,0.5172
30,30,Acerto,0.5333
31,31,Erro,0.5161
32,32,Acerto,0.5312
33,33,Acerto,0.5455
34,34,Acerto,0.5588
35,35,Acerto,0.5714
36,36,Acerto,0.5833
37,37,Acerto,0.5946
38,38,Acerto,0.6053
39,39,Acerto,0.6154
40,40,Erro,0.6
41,41,Erro,0.5854
42,42,Erro,0.5714
43,43,Acerto,0.5814
44,44,Acerto,0.5909
45,45,Erro,0.5778
46,46,Erro,0.5652
47,47,Acerto,0.5745
48,48,Acerto,0.5833
49,49,Acerto,0.5918
50,50,Acerto,0.6
51,51,Erro,0.5882
52,52,Acerto,0.5962
53,53,Acerto,0.6038
54,54,Acerto,0.6111
55,55,Acerto,0.6182
56,56,Acerto,0.625
57,57,Erro,0.614
58,58,Erro,0.6034
59,59,Acerto,0.6102
60,60,Erro,0.6
61,61,Erro,0.5902
62,62,Acerto,0.5968
63,63,Acerto,0.6032
64,64,Erro,0.5938
65,65,Erro,0.5846
66,66,Erro,0.5758
67,67,Acerto,0.5821
68,68,Acerto,0.5882
69,69,Erro,0.5797
70,70,Erro,0.5714
71,71,Erro,0.5634
72,72,Acerto,0.5694
73,73,Erro,0.5616
74,74,Acerto,0.5676
75,75,Erro,0.56
76,76,Erro,0.5526
77,77,Acerto,0.5584
78,78,Acerto,0.5641
79,79,Acerto,0.5696
80,80,Erro,0.5625
81,81,Acerto,0.5679
82,82,Erro,0.561
83,83,Erro,0.5542
84,84,Acerto,0.5595
85,85,Erro,0.5529
86,86,Acerto,0.5581
87,87,Acerto,0.5632
88,88,Acerto,0.5682
89,89,Acerto,0.573
90,90,Erro,0.5667
91,91,Acerto,0.5714
92,92,Erro,0.5652
93,93,Erro,0.5591
94,94,Erro,0.5532
95,95,Acerto,0.5579
96,96,Erro,0.5521
97,97,Acerto,0.5567
98,98,Erro,0.551
99,99,Acerto,0.5556
100,100,Acerto,0.56
101,101,Acerto,0.5644
102,102,Acerto,0.5686
103,103,Acerto,0.5728
104,104,Acerto,0.5769
105,105,Acerto,0.581
106,106,Acerto,0.5849
107,107,Erro,0.5794
108,108,Acerto,0.5833
109,109,Acerto,0.5872
110,110,Acerto,0.5909
111,111,Erro,0.5856
112,112,Erro,0.5804
113,113,Acerto,0.5841
114,114,Acerto,0.5877
115,115,Acerto,0.5913
116,116,Acerto,0.5948
117,117,Acerto,0.5983
118,118,Erro,0.5932
119,119,Acerto,0.5966
120,120,Acerto,0.6
121,121,Acerto,0.6033
122,122,Acerto,0.6066
123,123,Erro,0.6016
124,124,Acerto,0.6048
125,125,Acerto,0.608
126,126,Acerto,0.6111
127,127,Acerto,0.6142
128,128,Erro,0.6094
129,129,Erro,0.6047
130,130,Acerto,0.6077
131,131,Erro,0.6031
132,132,Erro,0.5985
133,133,Acerto,0.6015
134,134,Acerto,0.6045
135,135,Erro,0.6
136,136,Acerto,0.6029
137,137,Acerto,0.6058
138,138,Acerto,0.6087
139,139,Acerto,0.6115
140,140,Erro,0.6071
141,141,Acerto,0.6099
142,142,Acerto,0.6127
143,143,Acerto,0.6154
144,144,Acerto,0.6181
145,145,Acerto,0.6207
146,146,Acerto,0.6233
147,147,Acerto,0.6259
148,148,Erro,0.6216
149,149,Acerto,0.6242
150,150,Acerto,0.6267
151,151,Acerto,0.6291
152,152,Acerto,0.6316
153,153,Erro,0.6275
154,154,Acerto,0.6299
155,155,Acerto,0.6323
156,156,Erro,0.6282
157,157,Acerto,0.6306
158,158,Acerto,0.6329
159,159,Erro,0.6289
160,160,Acerto,0.6312
161,161,Erro,0.6273
162,162,Erro,0.6235
163,163,Acerto,0.6258
164,164,Erro,0.622
165,165,Acerto,0.6242
166,166,Acerto,0.6265
167,167,Acerto,0.6287
168,168,Acerto,0.631
169,169,Acerto,0.6331
170,170,Acerto,0.6353
171,171,Acerto,0.6374
172,172,Acerto,0.6395
173,173,Erro,0.6358
174,174,Acerto,0.6379
175,175,Erro,0.6343
176,176,Acerto,0.6364
177,177,Acerto,0.6384
178,178,Erro,0.6348
179,179,Erro,0.6313
180,180,Acerto,0.6333
181,181,Acerto,0.6354
182,182,Acerto,0.6374
183,183,Acerto,0.6393
184,184,Acerto,0.6413
185,185,Acerto,0.6432
186,186,Acerto,0.6452
187,187,Erro,0.6417
188,188,Erro,0.6383
189,189,Acerto,0.6402
190,190,Erro,0.6368
191,191,Acerto,0.6387
192,192,Acerto,0.6406
