Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Erro,0.0
3,3,Erro,0.0
4,4,Erro,0.0
5,5,Erro,0.0
6,6,Acerto,0.1667
7,7,Acerto,0.2857
8,8,Erro,0.25
9,9,Acerto,0.3333
10,10,Erro,0.3
11,11,Erro,0.2727
12,12,Acerto,0.3333
13,13,Acerto,0.3846
14,14,Acerto,0.4286
15,15,Acerto,0.4667
16,16,Acerto,0.5
17,17,Acerto,0.5294
18,18,Acerto,0.5556
19,19,Acerto,0.5789
20,20,Acerto,0.6
21,21,Erro,0.5714
22,22,Acerto,0.5909
23,23,Erro,0.5652
24,24,Acerto,0.5833
25,25,Erro,0.56
26,26,Erro,0.5385
27,27,Acerto,0.5556
28,28,Erro,0.5357
29,29,Acerto,0.5517
30,30,Acerto,0.5667
31,31,Erro,0.5484
32,32,Acerto,0.5625
33,33,Erro,0.5455
34,34,Acerto,0.5588
35,35,Erro,0.5429
36,36,Erro,0.5278
37,37,Acerto,0.5405
38,38,Acerto,0.5526
39,39,Acerto,0.5641
40,40,Acerto,0.575
41,41,Erro,0.561
42,42,Erro,0.5476
43,43,Erro,0.5349
44,44,Erro,0.5227
45,45,Erro,0.5111
46,46,Acerto,0.5217
47,47,Acerto,0.5319
48,48,Acerto,0.5417
49,49,Acerto,0.551
50,50,Erro,0.54
51,51,Erro,0.5294
52,52,Acerto,0.5385
53,53,Acerto,0.5472
54,54,Acerto,0.5556
55,55,Erro,0.5455
56,56,Erro,0.5357
57,57,Acerto,0.5439
58,58,Acerto,0.5517
59,59,Erro,0.5424
60,60,Erro,0.5333
61,61,Erro,0.5246
62,62,Erro,0.5161
63,63,Erro,0.5079
64,64,Erro,0.5
65,65,Acerto,0.5077
66,66,Erro,0.5
67,67,Erro,0.4925
68,68,Acerto,0.5
69,69,Acerto,0.5072
70,70,Erro,0.5
71,71,Acerto,0.507
72,72,Erro,0.5
73,73,Acerto,0.5068
74,74,Acerto,0.5135
75,75,Acerto,0.52
76,76,Erro,0.5132
77,77,Erro,0.5065
78,78,Erro,0.5
79,79,Acerto,0.5063
80,80,Erro,0.5
81,81,Erro,0.4938
82,82,Erro,0.4878
83,83,Acerto,0.494
84,84,Erro,0.4881
85,85,Acerto,0.4941
86,86,Erro,0.4884
87,87,Erro,0.4828
88,88,Acerto,0.4886
89,89,Acerto,0.4944
90,90,Erro,0.4889
91,91,Acerto,0.4945
92,92,Acerto,0.5
93,93,Acerto,0.5054
94,94,Acerto,0.5106
95,95,Acerto,0.5158
96,96,Acerto,0.5208
97,97,Acerto,0.5258
98,98,Acerto,0.5306
99,99,Erro,0.5253
100,100,Acerto,0.53
101,101,Acerto,0.5347
102,102,Erro,0.5294
103,103,Erro,0.5243
104,104,Erro,0.5192
105,105,Erro,0.5143
106,106,Erro,0.5094
107,107,Erro,0.5047
108,108,Erro,0.5
109,109,Acerto,0.5046
110,110,Acerto,0.5091
111,111,Erro,0.5045
112,112,Acerto,0.5089
113,113,Erro,0.5044
114,114,Erro,0.5
115,115,Acerto,0.5043
116,116,Erro,0.5
117,117,Erro,0.4957
118,118,Acerto,0.5
