Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Erro,0.0
3,3,Erro,0.0
4,4,Erro,0.0
5,5,Acerto,0.2
6,6,Erro,0.1667
7,7,Acerto,0.2857
8,8,Erro,0.25
9,9,Erro,0.2222
10,10,Acerto,0.3
11,11,Acerto,0.3636
12,12,Acerto,0.4167
13,13,Erro,0.3846
14,14,Acerto,0.4286
15,15,Acerto,0.4667
16,16,Acerto,0.5
17,17,Erro,0.4706
18,18,Erro,0.4444
19,19,Erro,0.4211
20,20,Acerto,0.45
21,21,Erro,0.4286
22,22,Erro,0.4091
23,23,Acerto,0.4348
24,24,Acerto,0.4583
25,25,Acerto,0.48
26,26,Acerto,0.5
27,27,Acerto,0.5185
28,28,Erro,0.5
29,29,Acerto,0.5172
30,30,Acerto,0.5333
31,31,Erro,0.5161
32,32,Erro,0.5
33,33,Erro,0.4848
34,34,Acerto,0.5
35,35,Acerto,0.5143
36,36,Acerto,0.5278
37,37,Acerto,0.5405
38,38,Acerto,0.5526
39,39,Acerto,0.5641
40,40,Erro,0.55
41,41,Acerto,0.561
42,42,Erro,0.5476
43,43,Acerto,0.5581
44,44,Acerto,0.5682
45,45,Erro,0.5556
46,46,Erro,0.5435
47,47,Acerto,0.5532
48,48,Acerto,0.5625
49,49,Acerto,0.5714
50,50,Acerto,0.58
51,51,Erro,0.5686
52,52,Acerto,0.5769
53,53,Acerto,0.5849
54,54,Acerto,0.5926
55,55,Acerto,0.6
56,56,Acerto,0.6071
57,57,Acerto,0.614
58,58,Erro,0.6034
59,59,Acerto,0.6102
60,60,Erro,0.6
61,61,Acerto,0.6066
62,62,Acerto,0.6129
63,63,Acerto,0.619
64,64,Erro,0.6094
65,65,Erro,0.6
66,66,Erro,0.5909
67,67,Acerto,0.597
68,68,Acerto,0.6029
69,69,Erro,0.5942
70,70,Erro,0.5857
71,71,Acerto,0.5915
72,72,Acerto,0.5972
73,73,Erro,0.589
74,74,Acerto,0.5946
75,75,Erro,0.5867
76,76,Erro,0.5789
77,77,Acerto,0.5844
78,78,Acerto,0.5897
79,79,Acerto,0.5949
80,80,Erro,0.5875
81,81,Acerto,0.5926
82,82,Erro,0.5854
83,83,Erro,0.5783
84,84,Acerto,0.5833
85,85,Erro,0.5765
86,86,Acerto,0.5814
87,87,Acerto,0.5862
88,88,Erro,0.5795
89,89,Acerto,0.5843
90,90,Erro,0.5778
91,91,Erro,0.5714
92,92,Erro,0.5652
93,93,Erro,0.5591
94,94,Erro,0.5532
95,95,Acerto,0.5579
96,96,Erro,0.5521
97,97,Acerto,0.5567
98,98,Erro,0.551
99,99,Acerto,0.5556
100,100,Acerto,0.56
101,101,Acerto,0.5644
102,102,Acerto,0.5686
103,103,Erro,0.5631
104,104,Acerto,0.5673
105,105,Acerto,0.5714
106,106,Acerto,0.5755
107,107,Erro,0.5701
108,108,Acerto,0.5741
109,109,Erro,0.5688
110,110,Acerto,0.5727
111,111,Acerto,0.5766
112,112,Erro,0.5714
113,113,Erro,0.5664
114,114,Acerto,0.5702
115,115,Acerto,0.5739
116,116,Acerto,0.5776
117,117,Acerto,0.5812
118,118,Erro,0.5763
119,119,Acerto,0.5798
120,120,Acerto,0.5833
121,121,Acerto,0.5868
122,122,Erro,0.582
123,123,Erro,0.5772
124,124,Erro,0.5726
125,125,Acerto,0.576
126,126,Acerto,0.5794
127,127,Erro,0.5748
128,128,Erro,0.5703
129,129,Acerto,0.5736
130,130,Erro,0.5692
131,131,Erro,0.5649
132,132,Acerto,0.5682
133,133,Erro,0.5639
134,134,Acerto,0.5672
135,135,Acerto,0.5704
136,136,Acerto,0.5735
137,137,Acerto,0.5766
138,138,Acerto,0.5797
139,139,Acerto,0.5827
140,140,Acerto,0.5857
141,141,Acerto,0.5887
142,142,Acerto,0.5915
143,143,Acerto,0.5944
144,144,Acerto,0.5972
145,145,Acerto,0.6
146,146,Acerto,0.6027
147,147,Erro,0.5986
148,148,Erro,0.5946
149,149,Acerto,0.5973
150,150,Erro,0.5933
151,151,Acerto,0.596
152,152,Acerto,0.5987
153,153,Erro,0.5948
154,154,Acerto,0.5974
155,155,Acerto,0.6
156,156,Erro,0.5962
157,157,Acerto,0.5987
158,158,Acerto,0.6013
159,159,Acerto,0.6038
160,160,Erro,0.6
161,161,Erro,0.5963
162,162,Erro,0.5926
163,163,Acerto,0.5951
164,164,Erro,0.5915
165,165,Acerto,0.5939
166,166,Erro,0.5904
167,167,Acerto,0.5928
168,168,Acerto,0.5952
169,169,Acerto,0.5976
170,170,Erro,0.5941
171,171,Acerto,0.5965
172,172,Acerto,0.5988
173,173,Erro,0.5954
174,174,Acerto,0.5977
175,175,Erro,0.5943
176,176,Erro,0.5909
177,177,Acerto,0.5932
178,178,Erro,0.5899
179,179,Erro,0.5866
180,180,Acerto,0.5889
181,181,Erro,0.5856
182,182,Acerto,0.5879
183,183,Acerto,0.5902
184,184,Acerto,0.5924
185,185,Acerto,0.5946
186,186,Acerto,0.5968
187,187,Erro,0.5936
188,188,Acerto,0.5957
189,189,Acerto,0.5979
190,190,Erro,0.5947
191,191,Acerto,0.5969
192,192,Acerto,0.599
