Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Acerto,0.5
3,3,Acerto,0.6667
4,4,Erro,0.5
5,5,Acerto,0.6
6,6,Acerto,0.6667
7,7,Erro,0.5714
8,8,Erro,0.5
9,9,Erro,0.4444
10,10,Erro,0.4
11,11,Erro,0.3636
12,12,Acerto,0.4167
13,13,Acerto,0.4615
14,14,Erro,0.4286
15,15,Erro,0.4
16,16,Erro,0.375
17,17,Acerto,0.4118
18,18,Erro,0.3889
19,19,Erro,0.3684
20,20,Acerto,0.4
21,21,Erro,0.381
22,22,Erro,0.3636
23,23,Acerto,0.3913
24,24,Erro,0.375
25,25,Erro,0.36
26,26,Acerto,0.3846
27,27,Erro,0.3704
28,28,Acerto,0.3929
29,29,Acerto,0.4138
30,30,Erro,0.4
31,31,Acerto,0.4194
32,32,Erro,0.4062
33,33,Acerto,0.4242
34,34,Erro,0.4118
35,35,Acerto,0.4286
36,36,Acerto,0.4444
37,37,Erro,0.4324
38,38,Acerto,0.4474
39,39,Erro,0.4359
40,40,Acerto,0.45
41,41,Acerto,0.4634
42,42,Acerto,0.4762
43,43,Acerto,0.4884
44,44,Acerto,0.5
45,45,Acerto,0.5111
46,46,Acerto,0.5217
47,47,Acerto,0.5319
48,48,Erro,0.5208
49,49,Acerto,0.5306
50,50,Acerto,0.54
51,51,Erro,0.5294
52,52,Acerto,0.5385
53,53,Erro,0.5283
54,54,Acerto,0.537
55,55,Acerto,0.5455
56,56,Acerto,0.5536
57,57,Acerto,0.5614
58,58,Erro,0.5517
59,59,Erro,0.5424
60,60,Acerto,0.55
61,61,Acerto,0.5574
62,62,Erro,0.5484
63,63,Acerto,0.5556
64,64,Acerto,0.5625
65,65,Acerto,0.5692
66,66,Acerto,0.5758
67,67,Erro,0.5672
68,68,Erro,0.5588
69,69,Acerto,0.5652
70,70,Acerto,0.5714
71,71,Acerto,0.5775
72,72,Erro,0.5694
73,73,Erro,0.5616
74,74,Acerto,0.5676
75,75,Acerto,0.5733
76,76,Erro,0.5658
77,77,Acerto,0.5714
78,78,Erro,0.5641
79,79,Acerto,0.5696
80,80,Acerto,0.575
81,81,Acerto,0.5802
82,82,Erro,0.5732
83,83,Erro,0.5663
84,84,Erro,0.5595
85,85,Erro,0.5529
86,86,Acerto,0.5581
87,87,Erro,0.5517
88,88,Acerto,0.5568
89,89,Acerto,0.5618
90,90,Erro,0.5556
91,91,Acerto,0.5604
92,92,Acerto,0.5652
93,93,Erro,0.5591
94,94,Acerto,0.5638
95,95,Acerto,0.5684
96,96,Acerto,0.5729
97,97,Acerto,0.5773
98,98,Erro,0.5714
99,99,Erro,0.5657
100,100,Erro,0.56
101,101,Acerto,0.5644
102,102,Erro,0.5588
103,103,Acerto,0.5631
104,104,Erro,0.5577
105,105,Acerto,0.5619
106,106,Acerto,0.566
107,107,Erro,0.5607
108,108,Acerto,0.5648
109,109,Erro,0.5596
110,110,Acerto,0.5636
