Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Erro,0.5
3,3,Erro,0.3333
4,4,Acerto,0.5
5,5,Erro,0.4
6,6,Erro,0.3333
7,7,Erro,0.2857
8,8,Acerto,0.375
9,9,Erro,0.3333
10,10,Acerto,0.4
11,11,Acerto,0.4545
12,12,Acerto,0.5
13,13,Erro,0.4615
14,14,Erro,0.4286
15,15,Acerto,0.4667
16,16,Erro,0.4375
17,17,Acerto,0.4706
18,18,Acerto,0.5
19,19,Acerto,0.5263
20,20,Erro,0.5
21,21,Acerto,0.5238
22,22,Erro,0.5
23,23,Acerto,0.5217
24,24,Erro,0.5
25,25,Erro,0.48
26,26,Erro,0.4615
27,27,Erro,0.4444
28,28,Acerto,0.4643
29,29,Erro,0.4483
30,30,Erro,0.4333
31,31,Erro,0.4194
32,32,Acerto,0.4375
33,33,Acerto,0.4545
34,34,Acerto,0.4706
35,35,Acerto,0.4857
36,36,Acerto,0.5
37,37,Acerto,0.5135
38,38,Acerto,0.5263
39,39,Erro,0.5128
40,40,Erro,0.5
41,41,Acerto,0.5122
42,42,Acerto,0.5238
43,43,Acerto,0.5349
44,44,Acerto,0.5455
45,45,Acerto,0.5556
46,46,Erro,0.5435
47,47,Acerto,0.5532
48,48,Erro,0.5417
49,49,Acerto,0.551
50,50,Erro,0.54
51,51,Acerto,0.549
52,52,Acerto,0.5577
53,53,Acerto,0.566
54,54,Acerto,0.5741
55,55,Erro,0.5636
56,56,Erro,0.5536
57,57,Erro,0.5439
58,58,Erro,0.5345
59,59,Acerto,0.5424
60,60,Erro,0.5333
61,61,Acerto,0.541
62,62,Acerto,0.5484
63,63,Acerto,0.5556
64,64,Acerto,0.5625
65,65,Acerto,0.5692
66,66,Acerto,0.5758
67,67,Acerto,0.5821
68,68,Erro,0.5735
69,69,Acerto,0.5797
70,70,Acerto,0.5857
71,71,Erro,0.5775
72,72,Acerto,0.5833
73,73,Acerto,0.589
74,74,Erro,0.5811
75,75,Acerto,0.5867
76,76,Erro,0.5789
77,77,Acerto,0.5844
78,78,Acerto,0.5897
79,79,Acerto,0.5949
80,80,Erro,0.5875
81,81,Erro,0.5802
82,82,Acerto,0.5854
83,83,Acerto,0.5904
84,84,Acerto,0.5952
85,85,Erro,0.5882
86,86,Erro,0.5814
87,87,Acerto,0.5862
88,88,Erro,0.5795
89,89,Acerto,0.5843
90,90,Acerto,0.5889
91,91,Acerto,0.5934
92,92,Erro,0.587
93,93,Acerto,0.5914
94,94,Acerto,0.5957
95,95,Acerto,0.6
96,96,Acerto,0.6042
97,97,Acerto,0.6082
98,98,Acerto,0.6122
99,99,Acerto,0.6162
100,100,Acerto,0.62
101,101,Acerto,0.6238
102,102,Erro,0.6176
103,103,Erro,0.6117
104,104,Acerto,0.6154
105,105,Acerto,0.619
106,106,Acerto,0.6226
107,107,Acerto,0.6262
108,108,Acerto,0.6296
109,109,Erro,0.6239
110,110,Acerto,0.6273
111,111,Acerto,0.6306
112,112,Acerto,0.6339
113,113,Acerto,0.6372
114,114,Erro,0.6316
115,115,Acerto,0.6348
116,116,Acerto,0.6379
117,117,Acerto,0.641
118,118,Erro,0.6356
119,119,Erro,0.6303
120,120,Acerto,0.6333
121,121,Erro,0.6281
122,122,Acerto,0.6311
123,123,Erro,0.626
124,124,Erro,0.621
125,125,Acerto,0.624
126,126,Erro,0.619
127,127,Acerto,0.622
128,128,Acerto,0.625
129,129,Erro,0.6202
130,130,Acerto,0.6231
131,131,Acerto,0.626
132,132,Acerto,0.6288
133,133,Acerto,0.6316
134,134,Acerto,0.6343
135,135,Acerto,0.637
136,136,Acerto,0.6397
137,137,Acerto,0.6423
138,138,Acerto,0.6449
139,139,Acerto,0.6475
140,140,Acerto,0.65
141,141,Acerto,0.6525
142,142,Acerto,0.6549
143,143,Erro,0.6503
144,144,Acerto,0.6528
145,145,Acerto,0.6552
146,146,Erro,0.6507
147,147,Erro,0.6463
148,148,Acerto,0.6486
149,149,Acerto,0.651
150,150,Erro,0.6467
151,151,Acerto,0.649
152,152,Erro,0.6447
153,153,Erro,0.6405
154,154,Erro,0.6364
155,155,Acerto,0.6387
156,156,Acerto,0.641
157,157,Acerto,0.6433
158,158,Erro,0.6392
159,159,Acerto,0.6415
160,160,Acerto,0.6438
161,161,Erro,0.6398
162,162,Acerto,0.642
163,163,Acerto,0.6442
164,164,Acerto,0.6463
165,165,Acerto,0.6485
166,166,Erro,0.6446
167,167,Erro,0.6407
168,168,Acerto,0.6429
169,169,Erro,0.6391
170,170,Acerto,0.6412
171,171,Acerto,0.6433
172,172,Acerto,0.6453
173,173,Acerto,0.6474
174,174,Acerto,0.6494
175,175,Acerto,0.6514
176,176,Erro,0.6477
177,177,Acerto,0.6497
178,178,Acerto,0.6517
179,179,Erro,0.648
180,180,Erro,0.6444
181,181,Acerto,0.6464
182,182,Acerto,0.6484
183,183,Erro,0.6448
184,184,Erro,0.6413
185,185,Acerto,0.6432
186,186,Erro,0.6398
187,187,Acerto,0.6417
188,188,Acerto,0.6436
189,189,Acerto,0.6455
190,190,Acerto,0.6474
191,191,Erro,0.644
192,192,Acerto,0.6458
193,193,Acerto,0.6477
194,194,Acerto,0.6495
195,195,Acerto,0.6513
196,196,Acerto,0.6531
197,197,Erro,0.6497
198,198,Acerto,0.6515
199,199,Acerto,0.6533
200,200,Acerto,0.655
201,201,Acerto,0.6567
202,202,Acerto,0.6584
203,203,Erro,0.6552
