Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Acerto,1.0
3,3,Erro,0.6667
4,4,Erro,0.5
5,5,Erro,0.4
6,6,Acerto,0.5
7,7,Acerto,0.5714
8,8,Acerto,0.625
9,9,Erro,0.5556
10,10,Erro,0.5
11,11,Erro,0.4545
12,12,Acerto,0.5
13,13,Acerto,0.5385
14,14,Acerto,0.5714
15,15,Acerto,0.6
16,16,Erro,0.5625
17,17,Acerto,0.5882
18,18,Acerto,0.6111
19,19,Erro,0.5789
20,20,Acerto,0.6
21,21,Acerto,0.619
22,22,Acerto,0.6364
23,23,Erro,0.6087
24,24,Erro,0.5833
25,25,Acerto,0.6
26,26,Acerto,0.6154
27,27,Acerto,0.6296
28,28,Acerto,0.6429
29,29,Acerto,0.6552
30,30,Acerto,0.6667
31,31,Erro,0.6452
32,32,Acerto,0.6562
33,33,Erro,0.6364
34,34,Acerto,0.6471
35,35,Erro,0.6286
36,36,Acerto,0.6389
37,37,Acerto,0.6486
38,38,Acerto,0.6579
39,39,Erro,0.641
40,40,Acerto,0.65
41,41,Erro,0.6341
42,42,Acerto,0.6429
43,43,Erro,0.6279
44,44,Acerto,0.6364
45,45,Acerto,0.6444
46,46,Erro,0.6304
47,47,Erro,0.617
48,48,Erro,0.6042
49,49,Erro,0.5918
50,50,Acerto,0.6
51,51,Acerto,0.6078
52,52,Erro,0.5962
53,53,Acerto,0.6038
54,54,Erro,0.5926
55,55,Acerto,0.6
56,56,Erro,0.5893
57,57,Erro,0.5789
58,58,Erro,0.569
59,59,Erro,0.5593
60,60,Erro,0.55
61,61,Acerto,0.5574
62,62,Acerto,0.5645
63,63,Acerto,0.5714
64,64,Acerto,0.5781
65,65,Acerto,0.5846
66,66,Erro,0.5758
67,67,Erro,0.5672
68,68,Acerto,0.5735
69,69,Erro,0.5652
70,70,Acerto,0.5714
71,71,Acerto,0.5775
72,72,Erro,0.5694
73,73,Erro,0.5616
74,74,Erro,0.5541
75,75,Erro,0.5467
76,76,Erro,0.5395
77,77,Acerto,0.5455
78,78,Acerto,0.5513
79,79,Acerto,0.557
80,80,Acerto,0.5625
81,81,Acerto,0.5679
82,82,Acerto,0.5732
83,83,Erro,0.5663
84,84,Acerto,0.5714
85,85,Acerto,0.5765
86,86,Acerto,0.5814
87,87,Erro,0.5747
88,88,Erro,0.5682
89,89,Erro,0.5618
90,90,Erro,0.5556
91,91,Erro,0.5495
92,92,Acerto,0.5543
93,93,Acerto,0.5591
94,94,Erro,0.5532
95,95,Erro,0.5474
96,96,Acerto,0.5521
97,97,Acerto,0.5567
98,98,Acerto,0.5612
99,99,Acerto,0.5657
100,100,Erro,0.56
101,101,Acerto,0.5644
102,102,Acerto,0.5686
103,103,Erro,0.5631
104,104,Erro,0.5577
105,105,Erro,0.5524
106,106,Acerto,0.5566
107,107,Erro,0.5514
