Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Acerto,1.0
3,3,Acerto,1.0
4,4,Acerto,1.0
5,5,Erro,0.8
6,6,Erro,0.6667
7,7,Erro,0.5714
8,8,Erro,0.5
9,9,Acerto,0.5556
10,10,Acerto,0.6
11,11,Acerto,0.6364
12,12,Acerto,0.6667
13,13,Erro,0.6154
14,14,Erro,0.5714
15,15,Erro,0.5333
16,16,Erro,0.5
17,17,Acerto,0.5294
18,18,Erro,0.5
19,19,Acerto,0.5263
20,20,Acerto,0.55
21,21,Erro,0.5238
22,22,Acerto,0.5455
23,23,Acerto,0.5652
24,24,Acerto,0.5833
25,25,Erro,0.56
26,26,Acerto,0.5769
27,27,Acerto,0.5926
28,28,Erro,0.5714
29,29,Erro,0.5517
30,30,Erro,0.5333
31,31,Erro,0.5161
32,32,Acerto,0.5312
33,33,Acerto,0.5455
34,34,Acerto,0.5588
35,35,Acerto,0.5714
36,36,Erro,0.5556
37,37,Erro,0.5405
38,38,Acerto,0.5526
39,39,Acerto,0.5641
40,40,Acerto,0.575
41,41,Acerto,0.5854
42,42,Erro,0.5714
43,43,Erro,0.5581
44,44,Acerto,0.5682
45,45,Acerto,0.5778
46,46,Acerto,0.587
47,47,Erro,0.5745
48,48,Acerto,0.5833
49,49,Erro,0.5714
50,50,Erro,0.56
51,51,Acerto,0.5686
52,52,Acerto,0.5769
53,53,Erro,0.566
54,54,Erro,0.5556
55,55,Erro,0.5455
56,56,Erro,0.5357
57,57,Acerto,0.5439
58,58,Acerto,0.5517
59,59,Erro,0.5424
60,60,Erro,0.5333
61,61,Acerto,0.541
62,62,Acerto,0.5484
63,63,Erro,0.5397
64,64,Acerto,0.5469
65,65,Acerto,0.5538
66,66,Acerto,0.5606
67,67,Acerto,0.5672
68,68,Erro,0.5588
69,69,Erro,0.5507
70,70,Acerto,0.5571
71,71,Acerto,0.5634
72,72,Acerto,0.5694
73,73,Acerto,0.5753
74,74,Erro,0.5676
75,75,Acerto,0.5733
76,76,Acerto,0.5789
77,77,Acerto,0.5844
78,78,Acerto,0.5897
79,79,Acerto,0.5949
80,80,Erro,0.5875
81,81,Erro,0.5802
82,82,Acerto,0.5854
83,83,Erro,0.5783
84,84,Acerto,0.5833
85,85,Erro,0.5765
86,86,Acerto,0.5814
87,87,Erro,0.5747
88,88,Acerto,0.5795
89,89,Acerto,0.5843
90,90,Acerto,0.5889
91,91,Acerto,0.5934
92,92,Erro,0.587
93,93,Acerto,0.5914
94,94,Acerto,0.5957
95,95,Erro,0.5895
96,96,Erro,0.5833
97,97,Erro,0.5773
98,98,Acerto,0.5816
99,99,Acerto,0.5859
100,100,Acerto,0.59
101,101,Acerto,0.5941
102,102,Acerto,0.598
103,103,Acerto,0.6019
104,104,Acerto,0.6058
105,105,Acerto,0.6095
106,106,Erro,0.6038
