Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Erro,0.5
3,3,Acerto,0.6667
4,4,Acerto,0.75
5,5,Erro,0.6
6,6,Acerto,0.6667
7,7,Erro,0.5714
8,8,Erro,0.5
9,9,Erro,0.4444
10,10,Acerto,0.5
11,11,Acerto,0.5455
12,12,Acerto,0.5833
13,13,Acerto,0.6154
14,14,Acerto,0.6429
15,15,Erro,0.6
16,16,Acerto,0.625
17,17,Acerto,0.6471
18,18,Erro,0.6111
19,19,Acerto,0.6316
20,20,Erro,0.6
21,21,Acerto,0.619
22,22,Acerto,0.6364
23,23,Erro,0.6087
24,24,Erro,0.5833
25,25,Acerto,0.6
26,26,Acerto,0.6154
27,27,Acerto,0.6296
28,28,Acerto,0.6429
29,29,Acerto,0.6552
30,30,Acerto,0.6667
31,31,Erro,0.6452
32,32,Acerto,0.6562
33,33,Erro,0.6364
34,34,Acerto,0.6471
35,35,Acerto,0.6571
36,36,Erro,0.6389
37,37,Acerto,0.6486
38,38,Acerto,0.6579
39,39,Acerto,0.6667
40,40,Erro,0.65
41,41,Acerto,0.6585
42,42,Acerto,0.6667
43,43,Acerto,0.6744
44,44,Acerto,0.6818
45,45,Acerto,0.6889
46,46,Acerto,0.6957
47,47,Acerto,0.7021
48,48,Acerto,0.7083
49,49,Acerto,0.7143
50,50,Acerto,0.72
51,51,Erro,0.7059
52,52,Acerto,0.7115
53,53,Erro,0.6981
54,54,Acerto,0.7037
55,55,Acerto,0.7091
56,56,Erro,0.6964
57,57,Acerto,0.7018
58,58,Erro,0.6897
59,59,Acerto,0.6949
60,60,Erro,0.6833
61,61,Acerto,0.6885
62,62,Erro,0.6774
63,63,Acerto,0.6825
64,64,Erro,0.6719
65,65,Acerto,0.6769
66,66,Erro,0.6667
67,67,Erro,0.6567
68,68,Erro,0.6471
69,69,Acerto,0.6522
70,70,Acerto,0.6571
71,71,Acerto,0.662
72,72,Acerto,0.6667
73,73,Acerto,0.6712
74,74,Acerto,0.6757
75,75,Erro,0.6667
76,76,Acerto,0.6711
77,77,Erro,0.6623
78,78,Acerto,0.6667
79,79,Acerto,0.6709
80,80,Acerto,0.675
81,81,Acerto,0.679
82,82,Acerto,0.6829
83,83,Erro,0.6747
84,84,Acerto,0.6786
85,85,Acerto,0.6824
86,86,Erro,0.6744
87,87,Erro,0.6667
88,88,Acerto,0.6705
89,89,Acerto,0.6742
90,90,Acerto,0.6778
91,91,Acerto,0.6813
92,92,Acerto,0.6848
93,93,Acerto,0.6882
94,94,Erro,0.6809
95,95,Erro,0.6737
96,96,Erro,0.6667
97,97,Acerto,0.6701
98,98,Acerto,0.6735
99,99,Erro,0.6667
100,100,Erro,0.66
101,101,Acerto,0.6634
102,102,Erro,0.6569
103,103,Erro,0.6505
104,104,Acerto,0.6538
105,105,Erro,0.6476
106,106,Erro,0.6415
107,107,Acerto,0.6449
108,108,Erro,0.6389
109,109,Erro,0.633
110,110,Acerto,0.6364
111,111,Acerto,0.6396
112,112,Erro,0.6339
113,113,Acerto,0.6372
114,114,Erro,0.6316
115,115,Acerto,0.6348
116,116,Erro,0.6293
117,117,Erro,0.6239
118,118,Acerto,0.6271
119,119,Acerto,0.6303
120,120,Erro,0.625
121,121,Acerto,0.6281
122,122,Acerto,0.6311
123,123,Erro,0.626
124,124,Erro,0.621
125,125,Erro,0.616
126,126,Acerto,0.619
127,127,Acerto,0.622
128,128,Erro,0.6172
129,129,Acerto,0.6202
130,130,Acerto,0.6231
131,131,Erro,0.6183
132,132,Acerto,0.6212
133,133,Acerto,0.6241
134,134,Acerto,0.6269
135,135,Erro,0.6222
136,136,Erro,0.6176
137,137,Acerto,0.6204
138,138,Acerto,0.6232
139,139,Acerto,0.6259
140,140,Acerto,0.6286
141,141,Erro,0.6241
142,142,Erro,0.6197
143,143,Acerto,0.6224
144,144,Acerto,0.625
145,145,Acerto,0.6276
146,146,Acerto,0.6301
147,147,Acerto,0.6327
148,148,Acerto,0.6351
149,149,Acerto,0.6376
150,150,Acerto,0.64
151,151,Erro,0.6358
152,152,Erro,0.6316
153,153,Acerto,0.634
154,154,Erro,0.6299
155,155,Acerto,0.6323
156,156,Erro,0.6282
157,157,Erro,0.6242
158,158,Acerto,0.6266
159,159,Erro,0.6226
160,160,Acerto,0.625
161,161,Erro,0.6211
162,162,Erro,0.6173
163,163,Erro,0.6135
164,164,Acerto,0.6159
165,165,Acerto,0.6182
166,166,Acerto,0.6205
167,167,Erro,0.6168
168,168,Erro,0.6131
169,169,Acerto,0.6154
170,170,Acerto,0.6176
171,171,Erro,0.614
172,172,Erro,0.6105
173,173,Acerto,0.6127
174,174,Acerto,0.6149
175,175,Erro,0.6114
176,176,Erro,0.608
177,177,Acerto,0.6102
178,178,Acerto,0.6124
179,179,Acerto,0.6145
180,180,Acerto,0.6167
181,181,Acerto,0.6188
182,182,Acerto,0.6209
183,183,Acerto,0.623
184,184,Erro,0.6196
185,185,Acerto,0.6216
186,186,Acerto,0.6237
187,187,Acerto,0.6257
188,188,Acerto,0.6277
189,189,Acerto,0.6296
