Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Acerto,1.0
3,3,Erro,0.6667
4,4,Erro,0.5
5,5,Erro,0.4
6,6,Erro,0.3333
7,7,Erro,0.2857
8,8,Erro,0.25
9,9,Erro,0.2222
10,10,Acerto,0.3
11,11,Acerto,0.3636
12,12,Acerto,0.4167
13,13,Erro,0.3846
14,14,Erro,0.3571
15,15,Acerto,0.4
16,16,Acerto,0.4375
17,17,Erro,0.4118
18,18,Acerto,0.4444
19,19,Acerto,0.4737
20,20,Acerto,0.5
21,21,Acerto,0.5238
22,22,Erro,0.5
23,23,Erro,0.4783
24,24,Erro,0.4583
25,25,Erro,0.44
26,26,Erro,0.4231
27,27,Erro,0.4074
28,28,Acerto,0.4286
29,29,Erro,0.4138
30,30,Acerto,0.4333
31,31,Erro,0.4194
32,32,Acerto,0.4375
33,33,Acerto,0.4545
34,34,Acerto,0.4706
35,35,Erro,0.4571
36,36,Acerto,0.4722
37,37,Acerto,0.4865
38,38,Acerto,0.5
39,39,Erro,0.4872
40,40,Acerto,0.5
41,41,Acerto,0.5122
42,42,Acerto,0.5238
43,43,Acerto,0.5349
44,44,Erro,0.5227
45,45,Acerto,0.5333
46,46,Acerto,0.5435
47,47,Acerto,0.5532
48,48,Acerto,0.5625
49,49,Acerto,0.5714
50,50,Erro,0.56
51,51,Acerto,0.5686
52,52,Acerto,0.5769
53,53,Acerto,0.5849
54,54,Acerto,0.5926
55,55,Erro,0.5818
56,56,Acerto,0.5893
57,57,Erro,0.5789
58,58,Erro,0.569
59,59,Acerto,0.5763
60,60,Acerto,0.5833
61,61,Acerto,0.5902
62,62,Acerto,0.5968
63,63,Acerto,0.6032
64,64,Acerto,0.6094
65,65,Acerto,0.6154
66,66,Acerto,0.6212
67,67,Acerto,0.6269
68,68,Acerto,0.6324
69,69,Acerto,0.6377
70,70,Acerto,0.6429
71,71,Erro,0.6338
72,72,Acerto,0.6389
73,73,Acerto,0.6438
74,74,Erro,0.6351
75,75,Acerto,0.64
76,76,Acerto,0.6447
77,77,Acerto,0.6494
78,78,Acerto,0.6538
79,79,Acerto,0.6582
80,80,Erro,0.65
81,81,Erro,0.642
82,82,Acerto,0.6463
83,83,Acerto,0.6506
84,84,Acerto,0.6548
85,85,Erro,0.6471
86,86,Acerto,0.6512
87,87,Acerto,0.6552
88,88,Erro,0.6477
89,89,Erro,0.6404
90,90,Acerto,0.6444
91,91,Acerto,0.6484
92,92,Erro,0.6413
93,93,Acerto,0.6452
94,94,Acerto,0.6489
95,95,Acerto,0.6526
96,96,Acerto,0.6562
97,97,Acerto,0.6598
98,98,Erro,0.6531
99,99,Acerto,0.6566
100,100,Erro,0.65
101,101,Acerto,0.6535
102,102,Erro,0.6471
103,103,Erro,0.6408
104,104,Acerto,0.6442
105,105,Erro,0.6381
106,106,Acerto,0.6415
107,107,Acerto,0.6449
108,108,Erro,0.6389
109,109,Erro,0.633
110,110,Acerto,0.6364
111,111,Acerto,0.6396
112,112,Acerto,0.6429
113,113,Erro,0.6372
114,114,Acerto,0.6404
115,115,Erro,0.6348
116,116,Erro,0.6293
117,117,Acerto,0.6325
118,118,Acerto,0.6356
119,119,Erro,0.6303
120,120,Acerto,0.6333
121,121,Acerto,0.6364
122,122,Acerto,0.6393
123,123,Erro,0.6341
124,124,Erro,0.629
125,125,Acerto,0.632
126,126,Erro,0.627
127,127,Acerto,0.6299
128,128,Acerto,0.6328
129,129,Acerto,0.6357
130,130,Acerto,0.6385
131,131,Erro,0.6336
132,132,Acerto,0.6364
133,133,Erro,0.6316
134,134,Acerto,0.6343
135,135,Erro,0.6296
136,136,Acerto,0.6324
137,137,Acerto,0.635
138,138,Erro,0.6304
139,139,Acerto,0.6331
140,140,Erro,0.6286
141,141,Acerto,0.6312
142,142,Acerto,0.6338
143,143,Erro,0.6294
144,144,Acerto,0.6319
145,145,Acerto,0.6345
146,146,Erro,0.6301
147,147,Acerto,0.6327
148,148,Acerto,0.6351
149,149,Acerto,0.6376
150,150,Acerto,0.64
151,151,Erro,0.6358
152,152,Acerto,0.6382
153,153,Erro,0.634
154,154,Erro,0.6299
155,155,Acerto,0.6323
156,156,Acerto,0.6346
157,157,Acerto,0.6369
158,158,Erro,0.6329
159,159,Acerto,0.6352
160,160,Acerto,0.6375
161,161,Erro,0.6335
162,162,Acerto,0.6358
163,163,Acerto,0.638
164,164,Acerto,0.6402
165,165,Acerto,0.6424
166,166,Erro,0.6386
167,167,Acerto,0.6407
168,168,Erro,0.6369
169,169,Erro,0.6331
170,170,Erro,0.6294
171,171,Acerto,0.6316
172,172,Erro,0.6279
173,173,Erro,0.6243
174,174,Acerto,0.6264
175,175,Acerto,0.6286
176,176,Erro,0.625
177,177,Acerto,0.6271
178,178,Acerto,0.6292
179,179,Erro,0.6257
180,180,Acerto,0.6278
181,181,Erro,0.6243
182,182,Acerto,0.6264
183,183,Acerto,0.6284
184,184,Acerto,0.6304
185,185,Acerto,0.6324
186,186,Acerto,0.6344
187,187,Acerto,0.6364
188,188,Acerto,0.6383
189,189,Acerto,0.6402
190,190,Acerto,0.6421
191,191,Erro,0.6387
192,192,Acerto,0.6406
193,193,Acerto,0.6425
194,194,Acerto,0.6443
195,195,Acerto,0.6462
196,196,Acerto,0.648
197,197,Erro,0.6447
198,198,Acerto,0.6465
199,199,Erro,0.6432
200,200,Acerto,0.645
201,201,Acerto,0.6468
202,202,Acerto,0.6485
203,203,Erro,0.6453
