Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Acerto,0.5
3,3,Acerto,0.6667
4,4,Erro,0.5
5,5,Erro,0.4
6,6,Acerto,0.5
7,7,Acerto,0.5714
8,8,Acerto,0.625
9,9,Erro,0.5556
10,10,Erro,0.5
11,11,Acerto,0.5455
12,12,Acerto,0.5833
13,13,Erro,0.5385
14,14,Acerto,0.5714
15,15,Acerto,0.6
16,16,Acerto,0.625
17,17,Acerto,0.6471
18,18,Erro,0.6111
19,19,Acerto,0.6316
20,20,Acerto,0.65
21,21,Acerto,0.6667
22,22,Acerto,0.6818
23,23,Erro,0.6522
24,24,Acerto,0.6667
25,25,Acerto,0.68
26,26,Erro,0.6538
27,27,Erro,0.6296
28,28,Acerto,0.6429
29,29,Acerto,0.6552
30,30,Acerto,0.6667
31,31,Acerto,0.6774
32,32,Erro,0.6562
33,33,Erro,0.6364
34,34,Erro,0.6176
35,35,Acerto,0.6286
36,36,Erro,0.6111
37,37,Acerto,0.6216
38,38,Erro,0.6053
39,39,Erro,0.5897
40,40,Acerto,0.6
41,41,Acerto,0.6098
42,42,Acerto,0.619
43,43,Acerto,0.6279
44,44,Erro,0.6136
45,45,Erro,0.6
46,46,Acerto,0.6087
47,47,Acerto,0.617
48,48,Acerto,0.625
49,49,Erro,0.6122
50,50,Acerto,0.62
51,51,Acerto,0.6275
52,52,Acerto,0.6346
53,53,Acerto,0.6415
54,54,Erro,0.6296
55,55,Acerto,0.6364
56,56,Acerto,0.6429
57,57,Erro,0.6316
58,58,Acerto,0.6379
59,59,Erro,0.6271
60,60,Erro,0.6167
61,61,Acerto,0.623
62,62,Acerto,0.629
63,63,Erro,0.619
64,64,Erro,0.6094
65,65,Erro,0.6
66,66,Acerto,0.6061
67,67,Erro,0.597
68,68,Erro,0.5882
69,69,Erro,0.5797
70,70,Erro,0.5714
71,71,Acerto,0.5775
72,72,Acerto,0.5833
73,73,Acerto,0.589
74,74,Erro,0.5811
75,75,Erro,0.5733
76,76,Erro,0.5658
77,77,Erro,0.5584
78,78,Erro,0.5513
79,79,Erro,0.5443
80,80,Erro,0.5375
81,81,Erro,0.5309
82,82,Erro,0.5244
83,83,Acerto,0.5301
84,84,Acerto,0.5357
85,85,Acerto,0.5412
86,86,Acerto,0.5465
87,87,Acerto,0.5517
88,88,Acerto,0.5568
89,89,Acerto,0.5618
90,90,Erro,0.5556
91,91,Erro,0.5495
92,92,Acerto,0.5543
93,93,Acerto,0.5591
94,94,Acerto,0.5638
95,95,Acerto,0.5684
96,96,Acerto,0.5729
97,97,Acerto,0.5773
98,98,Acerto,0.5816
99,99,Acerto,0.5859
100,100,Erro,0.58
101,101,Erro,0.5743
102,102,Acerto,0.5784
103,103,Acerto,0.5825
104,104,Erro,0.5769
105,105,Erro,0.5714
106,106,Acerto,0.5755
107,107,Erro,0.5701
108,108,Erro,0.5648
109,109,Acerto,0.5688
110,110,Erro,0.5636
111,111,Erro,0.5586
