Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Acerto,1.0
3,3,Erro,0.6667
4,4,Erro,0.5
5,5,Acerto,0.6
6,6,Acerto,0.6667
7,7,Acerto,0.7143
8,8,Acerto,0.75
9,9,Acerto,0.7778
10,10,Acerto,0.8
11,11,Acerto,0.8182
12,12,Acerto,0.8333
13,13,Acerto,0.8462
14,14,Acerto,0.8571
15,15,Acerto,0.8667
16,16,Acerto,0.875
17,17,Acerto,0.8824
18,18,Acerto,0.8889
19,19,Erro,0.8421
20,20,Acerto,0.85
21,21,Acerto,0.8571
22,22,Acerto,0.8636
23,23,Erro,0.8261
24,24,Erro,0.7917
25,25,Acerto,0.8
26,26,Erro,0.7692
27,27,Acerto,0.7778
28,28,Acerto,0.7857
29,29,Erro,0.7586
30,30,Acerto,0.7667
31,31,Erro,0.7419
32,32,Acerto,0.75
33,33,Erro,0.7273
34,34,Acerto,0.7353
35,35,Erro,0.7143
36,36,Acerto,0.7222
37,37,Acerto,0.7297
38,38,Acerto,0.7368
39,39,Erro,0.7179
40,40,Acerto,0.725
41,41,Erro,0.7073
42,42,Acerto,0.7143
43,43,Erro,0.6977
44,44,Acerto,0.7045
45,45,Acerto,0.7111
46,46,Erro,0.6957
47,47,Erro,0.6809
48,48,Erro,0.6667
49,49,Erro,0.6531
50,50,Acerto,0.66
51,51,Acerto,0.6667
52,52,Acerto,0.6731
53,53,Acerto,0.6792
54,54,Erro,0.6667
55,55,Acerto,0.6727
56,56,Erro,0.6607
57,57,Erro,0.6491
58,58,Erro,0.6379
59,59,Erro,0.6271
60,60,Erro,0.6167
61,61,Acerto,0.623
62,62,Acerto,0.629
63,63,Erro,0.619
64,64,Erro,0.6094
65,65,Acerto,0.6154
66,66,Erro,0.6061
67,67,Acerto,0.6119
68,68,Acerto,0.6176
69,69,Erro,0.6087
70,70,Erro,0.6
71,71,Acerto,0.6056
72,72,Erro,0.5972
73,73,Acerto,0.6027
74,74,Erro,0.5946
75,75,Erro,0.5867
76,76,Erro,0.5789
77,77,Acerto,0.5844
78,78,Acerto,0.5897
79,79,Acerto,0.5949
80,80,Acerto,0.6
81,81,Erro,0.5926
82,82,Acerto,0.5976
83,83,Erro,0.5904
84,84,Acerto,0.5952
85,85,Acerto,0.6
86,86,Erro,0.593
87,87,Erro,0.5862
88,88,Erro,0.5795
89,89,Erro,0.573
90,90,Acerto,0.5778
91,91,Erro,0.5714
92,92,Erro,0.5652
93,93,Acerto,0.5699
94,94,Acerto,0.5745
95,95,Erro,0.5684
96,96,Erro,0.5625
97,97,Acerto,0.567
98,98,Acerto,0.5714
99,99,Erro,0.5657
100,100,Erro,0.56
101,101,Acerto,0.5644
102,102,Acerto,0.5686
103,103,Erro,0.5631
104,104,Acerto,0.5673
105,105,Erro,0.5619
106,106,Erro,0.5566
107,107,Erro,0.5514
