Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Erro,0.5
3,3,Erro,0.3333
4,4,Acerto,0.5
5,5,Acerto,0.6
6,6,Acerto,0.6667
7,7,Acerto,0.7143
8,8,Erro,0.625
9,9,Erro,0.5556
10,10,Acerto,0.6
11,11,Acerto,0.6364
12,12,Erro,0.5833
13,13,Erro,0.5385
14,14,Acerto,0.5714
15,15,Acerto,0.6
16,16,Acerto,0.625
17,17,Erro,0.5882
18,18,Acerto,0.6111
19,19,Erro,0.5789
20,20,Erro,0.55
21,21,Acerto,0.5714
22,22,Acerto,0.5909
23,23,Acerto,0.6087
24,24,Acerto,0.625
25,25,Acerto,0.64
26,26,Acerto,0.6538
27,27,Acerto,0.6667
28,28,Erro,0.6429
29,29,Acerto,0.6552
30,30,Acerto,0.6667
31,31,Acerto,0.6774
32,32,Acerto,0.6875
33,33,Acerto,0.697
34,34,Erro,0.6765
35,35,Erro,0.6571
36,36,Acerto,0.6667
37,37,Erro,0.6486
38,38,Acerto,0.6579
39,39,Acerto,0.6667
40,40,Acerto,0.675
41,41,Acerto,0.6829
42,42,Acerto,0.6905
43,43,Acerto,0.6977
44,44,Acerto,0.7045
45,45,Acerto,0.7111
46,46,Acerto,0.7174
47,47,Erro,0.7021
48,48,Acerto,0.7083
49,49,Erro,0.6939
50,50,Erro,0.68
51,51,Erro,0.6667
52,52,Erro,0.6538
53,53,Acerto,0.6604
54,54,Erro,0.6481
55,55,Erro,0.6364
56,56,Acerto,0.6429
57,57,Acerto,0.6491
58,58,Erro,0.6379
59,59,Acerto,0.6441
60,60,Erro,0.6333
61,61,Acerto,0.6393
62,62,Acerto,0.6452
63,63,Erro,0.6349
64,64,Acerto,0.6406
65,65,Erro,0.6308
66,66,Erro,0.6212
67,67,Acerto,0.6269
68,68,Acerto,0.6324
69,69,Erro,0.6232
70,70,Acerto,0.6286
71,71,Acerto,0.6338
72,72,Acerto,0.6389
73,73,Erro,0.6301
74,74,Acerto,0.6351
75,75,Erro,0.6267
76,76,Erro,0.6184
77,77,Erro,0.6104
78,78,Erro,0.6026
79,79,Acerto,0.6076
80,80,Acerto,0.6125
81,81,Acerto,0.6173
82,82,Acerto,0.622
83,83,Acerto,0.6265
84,84,Acerto,0.631
85,85,Acerto,0.6353
86,86,Acerto,0.6395
87,87,Erro,0.6322
88,88,Acerto,0.6364
89,89,Acerto,0.6404
90,90,Acerto,0.6444
91,91,Acerto,0.6484
92,92,Acerto,0.6522
93,93,Erro,0.6452
94,94,Acerto,0.6489
95,95,Erro,0.6421
96,96,Acerto,0.6458
97,97,Acerto,0.6495
98,98,Acerto,0.6531
99,99,Acerto,0.6566
100,100,Acerto,0.66
101,101,Acerto,0.6634
102,102,Acerto,0.6667
103,103,Acerto,0.6699
104,104,Acerto,0.6731
105,105,Acerto,0.6762
106,106,Erro,0.6698
107,107,Acerto,0.6729
108,108,Acerto,0.6759
109,109,Acerto,0.6789
110,110,Acerto,0.6818
111,111,Acerto,0.6847
112,112,Acerto,0.6875
113,113,Acerto,0.6903
114,114,Acerto,0.693
115,115,Acerto,0.6957
116,116,Acerto,0.6983
117,117,Acerto,0.7009
118,118,Acerto,0.7034
119,119,Erro,0.6975
120,120,Acerto,0.7
121,121,Acerto,0.7025
122,122,Acerto,0.7049
123,123,Acerto,0.7073
124,124,Acerto,0.7097
125,125,Acerto,0.712
126,126,Acerto,0.7143
127,127,Acerto,0.7165
128,128,Acerto,0.7188
129,129,Acerto,0.7209
130,130,Acerto,0.7231
131,131,Acerto,0.7252
132,132,Acerto,0.7273
133,133,Acerto,0.7293
134,134,Erro,0.7239
135,135,Acerto,0.7259
136,136,Acerto,0.7279
137,137,Erro,0.7226
138,138,Acerto,0.7246
139,139,Acerto,0.7266
140,140,Acerto,0.7286
141,141,Acerto,0.7305
142,142,Acerto,0.7324
143,143,Acerto,0.7343
144,144,Erro,0.7292
145,145,Acerto,0.731
146,146,Acerto,0.7329
147,147,Acerto,0.7347
148,148,Acerto,0.7365
149,149,Acerto,0.7383
150,150,Erro,0.7333
151,151,Erro,0.7285
152,152,Acerto,0.7303
153,153,Acerto,0.732
154,154,Acerto,0.7338
155,155,Acerto,0.7355
156,156,Acerto,0.7372
157,157,Acerto,0.7389
158,158,Acerto,0.7405
159,159,Erro,0.7358
160,160,Acerto,0.7375
161,161,Acerto,0.7391
162,162,Acerto,0.7407
163,163,Acerto,0.7423
164,164,Acerto,0.7439
165,165,Acerto,0.7455
166,166,Acerto,0.747
167,167,Acerto,0.7485
168,168,Erro,0.744
169,169,Acerto,0.7456
170,170,Erro,0.7412
171,171,Acerto,0.7427
172,172,Acerto,0.7442
173,173,Acerto,0.7457
174,174,Acerto,0.7471
175,175,Erro,0.7429
176,176,Acerto,0.7443
177,177,Acerto,0.7458
178,178,Acerto,0.7472
179,179,Erro,0.743
180,180,Acerto,0.7444
181,181,Acerto,0.7459
182,182,Acerto,0.7473
183,183,Acerto,0.7486
184,184,Acerto,0.75
185,185,Acerto,0.7514
186,186,Acerto,0.7527
187,187,Acerto,0.754
188,188,Erro,0.75
