Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Erro,0.0
3,3,Acerto,0.3333
4,4,Erro,0.25
5,5,Erro,0.2
6,6,Erro,0.1667
7,7,Acerto,0.2857
8,8,Erro,0.25
9,9,Acerto,0.3333
10,10,Acerto,0.4
11,11,Erro,0.3636
12,12,Acerto,0.4167
13,13,Acerto,0.4615
14,14,Erro,0.4286
15,15,Acerto,0.4667
16,16,Acerto,0.5
17,17,Erro,0.4706
18,18,Acerto,0.5
19,19,Acerto,0.5263
20,20,Acerto,0.55
21,21,Acerto,0.5714
22,22,Erro,0.5455
23,23,Erro,0.5217
24,24,Acerto,0.5417
25,25,Erro,0.52
26,26,Acerto,0.5385
27,27,Acerto,0.5556
28,28,Acerto,0.5714
29,29,Erro,0.5517
30,30,Acerto,0.5667
31,31,Erro,0.5484
32,32,Erro,0.5312
33,33,Acerto,0.5455
34,34,Erro,0.5294
35,35,Acerto,0.5429
36,36,Acerto,0.5556
37,37,Erro,0.5405
38,38,Erro,0.5263
39,39,Acerto,0.5385
40,40,Acerto,0.55
41,41,Acerto,0.561
42,42,Acerto,0.5714
43,43,Acerto,0.5814
44,44,Acerto,0.5909
45,45,Erro,0.5778
46,46,Erro,0.5652
47,47,Erro,0.5532
48,48,Acerto,0.5625
49,49,Acerto,0.5714
50,50,Acerto,0.58
51,51,Acerto,0.5882
52,52,Acerto,0.5962
53,53,Acerto,0.6038
54,54,Erro,0.5926
55,55,Acerto,0.6
56,56,Acerto,0.6071
57,57,Acerto,0.614
58,58,Acerto,0.6207
59,59,Acerto,0.6271
60,60,Acerto,0.6333
61,61,Acerto,0.6393
62,62,Acerto,0.6452
63,63,Acerto,0.6508
64,64,Acerto,0.6562
65,65,Erro,0.6462
66,66,Erro,0.6364
67,67,Erro,0.6269
68,68,Erro,0.6176
69,69,Erro,0.6087
70,70,Acerto,0.6143
71,71,Acerto,0.6197
72,72,Acerto,0.625
73,73,Acerto,0.6301
74,74,Acerto,0.6351
75,75,Acerto,0.64
76,76,Erro,0.6316
77,77,Erro,0.6234
78,78,Acerto,0.6282
79,79,Acerto,0.6329
80,80,Acerto,0.6375
81,81,Acerto,0.642
82,82,Acerto,0.6463
83,83,Acerto,0.6506
84,84,Acerto,0.6548
85,85,Acerto,0.6588
86,86,Acerto,0.6628
87,87,Erro,0.6552
88,88,Acerto,0.6591
89,89,Acerto,0.6629
90,90,Erro,0.6556
91,91,Acerto,0.6593
92,92,Acerto,0.663
93,93,Acerto,0.6667
94,94,Acerto,0.6702
95,95,Acerto,0.6737
96,96,Erro,0.6667
97,97,Acerto,0.6701
98,98,Erro,0.6633
99,99,Acerto,0.6667
100,100,Acerto,0.67
101,101,Acerto,0.6733
102,102,Acerto,0.6765
103,103,Acerto,0.6796
104,104,Erro,0.6731
105,105,Acerto,0.6762
106,106,Acerto,0.6792
107,107,Erro,0.6729
108,108,Acerto,0.6759
109,109,Acerto,0.6789
110,110,Erro,0.6727
111,111,Acerto,0.6757
112,112,Acerto,0.6786
113,113,Acerto,0.6814
114,114,Acerto,0.6842
115,115,Acerto,0.687
116,116,Acerto,0.6897
117,117,Acerto,0.6923
118,118,Acerto,0.6949
119,119,Acerto,0.6975
120,120,Erro,0.6917
121,121,Acerto,0.6942
122,122,Erro,0.6885
123,123,Acerto,0.6911
124,124,Acerto,0.6935
125,125,Erro,0.688
126,126,Acerto,0.6905
127,127,Acerto,0.6929
128,128,Acerto,0.6953
129,129,Acerto,0.6977
130,130,Acerto,0.7
131,131,Acerto,0.7023
132,132,Acerto,0.7045
133,133,Erro,0.6992
134,134,Acerto,0.7015
135,135,Erro,0.6963
136,136,Erro,0.6912
137,137,Acerto,0.6934
138,138,Acerto,0.6957
139,139,Erro,0.6906
140,140,Acerto,0.6929
141,141,Acerto,0.695
142,142,Acerto,0.6972
143,143,Erro,0.6923
144,144,Erro,0.6875
145,145,Acerto,0.6897
146,146,Erro,0.6849
147,147,Erro,0.6803
148,148,Acerto,0.6824
149,149,Acerto,0.6846
150,150,Acerto,0.6867
151,151,Erro,0.6821
152,152,Acerto,0.6842
153,153,Acerto,0.6863
154,154,Acerto,0.6883
155,155,Acerto,0.6903
156,156,Erro,0.6859
157,157,Erro,0.6815
158,158,Acerto,0.6835
159,159,Erro,0.6792
160,160,Acerto,0.6813
161,161,Erro,0.677
