Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Acerto,0.5
3,3,Acerto,0.6667
4,4,Erro,0.5
5,5,Acerto,0.6
6,6,Erro,0.5
7,7,Erro,0.4286
8,8,Acerto,0.5
9,9,Acerto,0.5556
10,10,Acerto,0.6
11,11,Erro,0.5455
12,12,Erro,0.5
13,13,Acerto,0.5385
14,14,Erro,0.5
15,15,Erro,0.4667
16,16,Acerto,0.5
17,17,Acerto,0.5294
18,18,Erro,0.5
19,19,Erro,0.4737
20,20,Acerto,0.5
21,21,Acerto,0.5238
22,22,Acerto,0.5455
23,23,Erro,0.5217
24,24,Acerto,0.5417
25,25,Erro,0.52
26,26,Erro,0.5
27,27,Erro,0.4815
28,28,Acerto,0.5
29,29,Acerto,0.5172
30,30,Acerto,0.5333
31,31,Acerto,0.5484
32,32,Erro,0.5312
33,33,Erro,0.5152
34,34,Erro,0.5
35,35,Acerto,0.5143
36,36,Erro,0.5
37,37,Acerto,0.5135
38,38,Erro,0.5
39,39,Acerto,0.5128
40,40,Erro,0.5
41,41,Erro,0.4878
42,42,Erro,0.4762
43,43,Erro,0.4651
44,44,Acerto,0.4773
45,45,Acerto,0.4889
46,46,Erro,0.4783
47,47,Erro,0.4681
48,48,Erro,0.4583
49,49,Acerto,0.4694
50,50,Erro,0.46
51,51,Erro,0.451
52,52,Erro,0.4423
53,53,Erro,0.434
54,54,Acerto,0.4444
55,55,Erro,0.4364
56,56,Erro,0.4286
57,57,Acerto,0.4386
58,58,Erro,0.431
59,59,Acerto,0.4407
60,60,Acerto,0.45
61,61,Erro,0.4426
62,62,Acerto,0.4516
63,63,Acerto,0.4603
64,64,Acerto,0.4688
65,65,Acerto,0.4769
66,66,Erro,0.4697
67,67,Acerto,0.4776
68,68,Acerto,0.4853
69,69,Acerto,0.4928
70,70,Acerto,0.5
71,71,Erro,0.493
72,72,Erro,0.4861
73,73,Erro,0.4795
74,74,Acerto,0.4865
75,75,Acerto,0.4933
76,76,Acerto,0.5
77,77,Acerto,0.5065
78,78,Acerto,0.5128
79,79,Acerto,0.519
80,80,Acerto,0.525
81,81,Acerto,0.5309
82,82,Acerto,0.5366
83,83,Erro,0.5301
84,84,Erro,0.5238
85,85,Erro,0.5176
86,86,Erro,0.5116
87,87,Erro,0.5057
88,88,Erro,0.5
89,89,Erro,0.4944
90,90,Acerto,0.5
91,91,Acerto,0.5055
92,92,Erro,0.5
93,93,Erro,0.4946
94,94,Erro,0.4894
95,95,Erro,0.4842
96,96,Erro,0.4792
97,97,Erro,0.4742
98,98,Erro,0.4694
99,99,Erro,0.4646
100,100,Acerto,0.47
101,101,Acerto,0.4752
102,102,Erro,0.4706
103,103,Erro,0.466
104,104,Acerto,0.4712
105,105,Acerto,0.4762
106,106,Erro,0.4717
107,107,Acerto,0.4766
108,108,Acerto,0.4815
109,109,Erro,0.4771
110,110,Acerto,0.4818
111,111,Acerto,0.4865
112,112,Acerto,0.4911
