Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Erro,0.0
3,3,Acerto,0.3333
4,4,Acerto,0.5
5,5,Erro,0.4
6,6,Acerto,0.5
7,7,Acerto,0.5714
8,8,Erro,0.5
9,9,Acerto,0.5556
10,10,Acerto,0.6
11,11,Erro,0.5455
12,12,Acerto,0.5833
13,13,Acerto,0.6154
14,14,Erro,0.5714
15,15,Acerto,0.6
16,16,Acerto,0.625
17,17,Erro,0.5882
18,18,Acerto,0.6111
19,19,Erro,0.5789
20,20,Erro,0.55
21,21,Acerto,0.5714
22,22,Acerto,0.5909
23,23,Acerto,0.6087
24,24,Acerto,0.625
25,25,Erro,0.6
26,26,Acerto,0.6154
27,27,Acerto,0.6296
28,28,Erro,0.6071
29,29,Acerto,0.6207
30,30,Erro,0.6
31,31,Erro,0.5806
32,32,Erro,0.5625
33,33,Acerto,0.5758
34,34,Erro,0.5588
35,35,Acerto,0.5714
36,36,Acerto,0.5833
37,37,Erro,0.5676
38,38,Acerto,0.5789
39,39,Acerto,0.5897
40,40,Acerto,0.6
41,41,Acerto,0.6098
42,42,Acerto,0.619
43,43,Acerto,0.6279
44,44,Acerto,0.6364
45,45,Erro,0.6222
46,46,Erro,0.6087
47,47,Erro,0.5957
48,48,Acerto,0.6042
49,49,Acerto,0.6122
50,50,Acerto,0.62
51,51,Acerto,0.6275
52,52,Erro,0.6154
53,53,Acerto,0.6226
54,54,Erro,0.6111
55,55,Acerto,0.6182
56,56,Erro,0.6071
57,57,Acerto,0.614
58,58,Acerto,0.6207
59,59,Acerto,0.6271
60,60,Erro,0.6167
61,61,Acerto,0.623
62,62,Acerto,0.629
63,63,Acerto,0.6349
64,64,Acerto,0.6406
65,65,Erro,0.6308
66,66,Erro,0.6212
67,67,Erro,0.6119
68,68,Erro,0.6029
69,69,Acerto,0.6087
70,70,Acerto,0.6143
71,71,Erro,0.6056
72,72,Acerto,0.6111
73,73,Acerto,0.6164
74,74,Acerto,0.6216
75,75,Erro,0.6133
76,76,Erro,0.6053
77,77,Acerto,0.6104
78,78,Acerto,0.6154
79,79,Acerto,0.6203
80,80,Acerto,0.625
81,81,Acerto,0.6296
82,82,Acerto,0.6341
83,83,Acerto,0.6386
84,84,Acerto,0.6429
85,85,Acerto,0.6471
86,86,Acerto,0.6512
87,87,Acerto,0.6552
88,88,Acerto,0.6591
89,89,Acerto,0.6629
90,90,Erro,0.6556
91,91,Erro,0.6484
92,92,Erro,0.6413
93,93,Acerto,0.6452
94,94,Acerto,0.6489
95,95,Acerto,0.6526
96,96,Erro,0.6458
97,97,Acerto,0.6495
98,98,Acerto,0.6531
99,99,Acerto,0.6566
100,100,Acerto,0.66
101,101,Acerto,0.6634
102,102,Acerto,0.6667
103,103,Erro,0.6602
104,104,Erro,0.6538
105,105,Acerto,0.6571
106,106,Acerto,0.6604
107,107,Erro,0.6542
108,108,Acerto,0.6574
109,109,Acerto,0.6606
110,110,Erro,0.6545
111,111,Erro,0.6486
112,112,Acerto,0.6518
113,113,Acerto,0.6549
114,114,Acerto,0.6579
115,115,Acerto,0.6609
116,116,Acerto,0.6638
117,117,Acerto,0.6667
118,118,Acerto,0.6695
119,119,Acerto,0.6723
120,120,Acerto,0.675
121,121,Acerto,0.6777
122,122,Erro,0.6721
123,123,Acerto,0.6748
124,124,Acerto,0.6774
125,125,Erro,0.672
126,126,Acerto,0.6746
127,127,Acerto,0.6772
128,128,Erro,0.6719
129,129,Acerto,0.6744
130,130,Acerto,0.6769
131,131,Acerto,0.6794
132,132,Acerto,0.6818
133,133,Erro,0.6767
134,134,Acerto,0.6791
135,135,Acerto,0.6815
136,136,Erro,0.6765
137,137,Erro,0.6715
138,138,Acerto,0.6739
139,139,Erro,0.6691
140,140,Acerto,0.6714
141,141,Acerto,0.6738
142,142,Acerto,0.6761
143,143,Erro,0.6713
144,144,Erro,0.6667
145,145,Acerto,0.669
146,146,Erro,0.6644
147,147,Acerto,0.6667
148,148,Acerto,0.6689
149,149,Acerto,0.6711
150,150,Acerto,0.6733
151,151,Acerto,0.6755
152,152,Acerto,0.6776
153,153,Acerto,0.6797
154,154,Acerto,0.6818
155,155,Acerto,0.6839
156,156,Erro,0.6795
157,157,Erro,0.6752
158,158,Acerto,0.6772
159,159,Erro,0.673
160,160,Acerto,0.675
161,161,Erro,0.6708
