Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Acerto,1.0
3,3,Acerto,1.0
4,4,Acerto,1.0
5,5,Acerto,1.0
6,6,Erro,0.8333
7,7,Erro,0.7143
8,8,Acerto,0.75
9,9,Acerto,0.7778
10,10,Acerto,0.8
11,11,Acerto,0.8182
12,12,Erro,0.75
13,13,Acerto,0.7692
14,14,Erro,0.7143
15,15,Erro,0.6667
16,16,Erro,0.625
17,17,Acerto,0.6471
18,18,Acerto,0.6667
19,19,Erro,0.6316
20,20,Erro,0.6
21,21,Acerto,0.619
22,22,Acerto,0.6364
23,23,Acerto,0.6522
24,24,Acerto,0.6667
25,25,Acerto,0.68
26,26,Acerto,0.6923
27,27,Acerto,0.7037
28,28,Acerto,0.7143
29,29,Erro,0.6897
30,30,Acerto,0.7
31,31,Erro,0.6774
32,32,Erro,0.6562
33,33,Acerto,0.6667
34,34,Acerto,0.6765
35,35,Acerto,0.6857
36,36,Acerto,0.6944
37,37,Erro,0.6757
38,38,Acerto,0.6842
39,39,Acerto,0.6923
40,40,Acerto,0.7
41,41,Acerto,0.7073
42,42,Acerto,0.7143
43,43,Acerto,0.7209
44,44,Acerto,0.7273
45,45,Erro,0.7111
46,46,Acerto,0.7174
47,47,Acerto,0.7234
48,48,Erro,0.7083
49,49,Erro,0.6939
50,50,Acerto,0.7
51,51,Erro,0.6863
52,52,Acerto,0.6923
53,53,Erro,0.6792
54,54,Erro,0.6667
55,55,Acerto,0.6727
56,56,Erro,0.6607
57,57,Erro,0.6491
58,58,Acerto,0.6552
59,59,Acerto,0.661
60,60,Acerto,0.6667
61,61,Acerto,0.6721
62,62,Erro,0.6613
63,63,Erro,0.6508
64,64,Acerto,0.6562
65,65,Erro,0.6462
66,66,Acerto,0.6515
67,67,Erro,0.6418
68,68,Erro,0.6324
69,69,Acerto,0.6377
70,70,Acerto,0.6429
71,71,Erro,0.6338
72,72,Acerto,0.6389
73,73,Acerto,0.6438
74,74,Erro,0.6351
75,75,Acerto,0.64
76,76,Acerto,0.6447
77,77,Erro,0.6364
78,78,Acerto,0.641
79,79,Acerto,0.6456
80,80,Erro,0.6375
81,81,Acerto,0.642
82,82,Acerto,0.6463
83,83,Acerto,0.6506
84,84,Acerto,0.6548
85,85,Erro,0.6471
86,86,Acerto,0.6512
87,87,Erro,0.6437
88,88,Erro,0.6364
89,89,Acerto,0.6404
90,90,Acerto,0.6444
91,91,Erro,0.6374
92,92,Erro,0.6304
93,93,Acerto,0.6344
94,94,Acerto,0.6383
95,95,Acerto,0.6421
96,96,Erro,0.6354
97,97,Acerto,0.6392
98,98,Erro,0.6327
99,99,Acerto,0.6364
100,100,Acerto,0.64
101,101,Erro,0.6337
102,102,Erro,0.6275
103,103,Acerto,0.6311
104,104,Acerto,0.6346
105,105,Acerto,0.6381
106,106,Erro,0.6321
107,107,Acerto,0.6355
108,108,Acerto,0.6389
109,109,Acerto,0.6422
110,110,Acerto,0.6455
111,111,Acerto,0.6486
112,112,Acerto,0.6518
113,113,Acerto,0.6549
114,114,Erro,0.6491
115,115,Erro,0.6435
116,116,Acerto,0.6466
117,117,Erro,0.641
118,118,Acerto,0.6441
119,119,Erro,0.6387
120,120,Acerto,0.6417
121,121,Erro,0.6364
122,122,Acerto,0.6393
123,123,Acerto,0.6423
124,124,Acerto,0.6452
125,125,Acerto,0.648
126,126,Acerto,0.6508
127,127,Acerto,0.6535
128,128,Erro,0.6484
129,129,Erro,0.6434
130,130,Acerto,0.6462
131,131,Erro,0.6412
132,132,Erro,0.6364
133,133,Erro,0.6316
134,134,Acerto,0.6343
135,135,Acerto,0.637
136,136,Acerto,0.6397
137,137,Erro,0.635
138,138,Erro,0.6304
139,139,Erro,0.6259
140,140,Acerto,0.6286
141,141,Acerto,0.6312
142,142,Acerto,0.6338
143,143,Acerto,0.6364
144,144,Erro,0.6319
145,145,Acerto,0.6345
146,146,Acerto,0.637
147,147,Erro,0.6327
