Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Acerto,1.0
2,2,Acerto,1.0
3,3,Acerto,1.0
4,4,Acerto,1.0
5,5,Erro,0.8
6,6,Acerto,0.8333
7,7,Acerto,0.8571
8,8,Erro,0.75
9,9,Acerto,0.7778
10,10,Acerto,0.8
11,11,Erro,0.7273
12,12,Acerto,0.75
13,13,Acerto,0.7692
14,14,Erro,0.7143
15,15,Acerto,0.7333
16,16,Acerto,0.75
17,17,Erro,0.7059
18,18,Acerto,0.7222
19,19,Erro,0.6842
20,20,Erro,0.65
21,21,Acerto,0.6667
22,22,Acerto,0.6818
23,23,Acerto,0.6957
24,24,Acerto,0.7083
25,25,Erro,0.68
26,26,Acerto,0.6923
27,27,Acerto,0.7037
28,28,Erro,0.6786
29,29,Acerto,0.6897
30,30,Erro,0.6667
31,31,Erro,0.6452
32,32,Erro,0.625
33,33,Acerto,0.6364
34,34,Erro,0.6176
35,35,Acerto,0.6286
36,36,Acerto,0.6389
37,37,Erro,0.6216
38,38,Acerto,0.6316
39,39,Acerto,0.641
40,40,Acerto,0.65
41,41,Acerto,0.6585
42,42,Acerto,0.6667
43,43,Acerto,0.6744
44,44,Acerto,0.6818
45,45,Erro,0.6667
46,46,Erro,0.6522
47,47,Erro,0.6383
48,48,Acerto,0.6458
49,49,Acerto,0.6531
50,50,Acerto,0.66
51,51,Acerto,0.6667
52,52,Erro,0.6538
53,53,Acerto,0.6604
54,54,Acerto,0.6667
55,55,Acerto,0.6727
56,56,Erro,0.6607
57,57,Acerto,0.6667
58,58,Acerto,0.6724
59,59,Acerto,0.678
60,60,Erro,0.6667
61,61,Acerto,0.6721
62,62,Acerto,0.6774
63,63,Acerto,0.6825
64,64,Acerto,0.6875
65,65,Erro,0.6769
66,66,Erro,0.6667
67,67,Erro,0.6567
68,68,Erro,0.6471
69,69,Acerto,0.6522
70,70,Acerto,0.6571
71,71,Erro,0.6479
72,72,Acerto,0.6528
73,73,Acerto,0.6575
74,74,Erro,0.6486
75,75,Erro,0.64
76,76,Acerto,0.6447
77,77,Acerto,0.6494
78,78,Acerto,0.6538
79,79,Acerto,0.6582
80,80,Acerto,0.6625
81,81,Acerto,0.6667
82,82,Acerto,0.6707
83,83,Acerto,0.6747
84,84,Acerto,0.6786
85,85,Acerto,0.6824
86,86,Acerto,0.686
87,87,Acerto,0.6897
88,88,Acerto,0.6932
89,89,Acerto,0.6966
90,90,Erro,0.6889
91,91,Erro,0.6813
92,92,Erro,0.6739
93,93,Acerto,0.6774
94,94,Acerto,0.6809
95,95,Erro,0.6737
96,96,Erro,0.6667
97,97,Acerto,0.6701
98,98,Acerto,0.6735
99,99,Erro,0.6667
100,100,Acerto,0.67
101,101,Acerto,0.6733
102,102,Acerto,0.6765
103,103,Erro,0.6699
104,104,Erro,0.6635
105,105,Acerto,0.6667
106,106,Acerto,0.6698
107,107,Erro,0.6636
108,108,Erro,0.6574
109,109,Acerto,0.6606
110,110,Erro,0.6545
111,111,Erro,0.6486
112,112,Acerto,0.6518
113,113,Acerto,0.6549
114,114,Erro,0.6491
115,115,Acerto,0.6522
116,116,Acerto,0.6552
117,117,Acerto,0.6581
118,118,Acerto,0.661
119,119,Acerto,0.6639
120,120,Acerto,0.6667
121,121,Acerto,0.6694
122,122,Erro,0.6639
123,123,Acerto,0.6667
124,124,Acerto,0.6694
125,125,Erro,0.664
126,126,Acerto,0.6667
127,127,Acerto,0.6693
128,128,Erro,0.6641
129,129,Acerto,0.6667
130,130,Acerto,0.6692
131,131,Acerto,0.6718
132,132,Acerto,0.6742
133,133,Erro,0.6692
134,134,Acerto,0.6716
135,135,Acerto,0.6741
136,136,Erro,0.6691
137,137,Erro,0.6642
138,138,Acerto,0.6667
139,139,Erro,0.6619
140,140,Acerto,0.6643
141,141,Acerto,0.6667
142,142,Acerto,0.669
143,143,Erro,0.6643
144,144,Erro,0.6597
145,145,Acerto,0.6621
146,146,Erro,0.6575
147,147,Acerto,0.6599
148,148,Acerto,0.6622
149,149,Acerto,0.6644
150,150,Acerto,0.6667
151,151,Acerto,0.6689
152,152,Acerto,0.6711
153,153,Acerto,0.6732
154,154,Acerto,0.6753
155,155,Acerto,0.6774
156,156,Erro,0.6731
157,157,Erro,0.6688
158,158,Acerto,0.6709
159,159,Erro,0.6667
160,160,Acerto,0.6687
161,161,Erro,0.6646
