Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Acerto,0.5
3,3,Acerto,0.6667
4,4,Erro,0.5
5,5,Erro,0.4
6,6,Acerto,0.5
7,7,Acerto,0.5714
8,8,Acerto,0.625
9,9,Erro,0.5556
10,10,Erro,0.5
11,11,Acerto,0.5455
12,12,Acerto,0.5833
13,13,Erro,0.5385
14,14,Acerto,0.5714
15,15,Acerto,0.6
16,16,Acerto,0.625
17,17,Acerto,0.6471
18,18,Erro,0.6111
19,19,Acerto,0.6316
20,20,Acerto,0.65
21,21,Acerto,0.6667
22,22,Acerto,0.6818
23,23,Erro,0.6522
24,24,Acerto,0.6667
25,25,Acerto,0.68
26,26,Erro,0.6538
27,27,Erro,0.6296
28,28,Acerto,0.6429
29,29,Acerto,0.6552
30,30,Acerto,0.6667
31,31,Acerto,0.6774
32,32,Erro,0.6562
33,33,Erro,0.6364
34,34,Erro,0.6176
35,35,Acerto,0.6286
36,36,Erro,0.6111
37,37,Acerto,0.6216
38,38,Erro,0.6053
39,39,Erro,0.5897
40,40,Acerto,0.6
41,41,Acerto,0.6098
42,42,Acerto,0.619
43,43,Acerto,0.6279
44,44,Erro,0.6136
45,45,Erro,0.6
46,46,Acerto,0.6087
47,47,Acerto,0.617
48,48,Acerto,0.625
49,49,Erro,0.6122
50,50,Acerto,0.62
51,51,Acerto,0.6275
52,52,Acerto,0.6346
53,53,Acerto,0.6415
54,54,Erro,0.6296
55,55,Acerto,0.6364
56,56,Acerto,0.6429
57,57,Erro,0.6316
58,58,Acerto,0.6379
59,59,Erro,0.6271
60,60,Erro,0.6167
61,61,Acerto,0.623
62,62,Acerto,0.629
63,63,Erro,0.619
64,64,Erro,0.6094
65,65,Erro,0.6
66,66,Acerto,0.6061
67,67,Erro,0.597
68,68,Erro,0.5882
69,69,Erro,0.5797
70,70,Erro,0.5714
71,71,Acerto,0.5775
72,72,Acerto,0.5833
73,73,Acerto,0.589
74,74,Erro,0.5811
75,75,Erro,0.5733
76,76,Erro,0.5658
77,77,Acerto,0.5714
78,78,Erro,0.5641
79,79,Erro,0.557
80,80,Acerto,0.5625
81,81,Acerto,0.5679
82,82,Acerto,0.5732
83,83,Acerto,0.5783
84,84,Erro,0.5714
85,85,Acerto,0.5765
86,86,Acerto,0.5814
87,87,Acerto,0.5862
88,88,Acerto,0.5909
89,89,Erro,0.5843
90,90,Erro,0.5778
91,91,Acerto,0.5824
92,92,Acerto,0.587
93,93,Acerto,0.5914
94,94,Acerto,0.5957
95,95,Acerto,0.6
96,96,Acerto,0.6042
97,97,Acerto,0.6082
98,98,Acerto,0.6122
99,99,Acerto,0.6162
100,100,Acerto,0.62
101,101,Erro,0.6139
102,102,Acerto,0.6176
103,103,Erro,0.6117
104,104,Erro,0.6058
105,105,Erro,0.6
106,106,Acerto,0.6038
107,107,Acerto,0.6075
108,108,Erro,0.6019
109,109,Acerto,0.6055
110,110,Erro,0.6
111,111,Erro,0.5946
